"name","gps","datetime","no2","o3_1hr","o3_4hr","o3_8hr","co","pm10_1_hr","pm2_5_1_hr","pm10","pm2_5","aqi_co","aqi_no2","aqi_o3_1hr","aqi_o3_4hr","aqi_o3_8hr","aqi_pm10","aqi_pm2_5","aqi_site","date","time"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-16T08:00:00.000","0.005","0.001","0.000","0.000","0.60","16.7","13.5","14.5","12.8","7","6","1","0",,"29","51","51","2023-07-16T00:00:00.000","08:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-09T20:00:00.000","0.001","0.025","0.026","0.026","0.11","2.7","5.1","3.5","3.2","1","1","25","32","40","7","13","40","2023-07-09T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-26T04:00:00.000",,"0.006","0.004","0.003",,"4.8","11.8","8.6","7.6",,,"6","5","4","17","30","30","2023-08-26T00:00:00.000","04:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-04T06:00:00.000","0.000","0.017","0.016","0.015","0.00","7.5","3.8","11.4","3.0","0","0","17","20","24","22","11","24","2024-03-04T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-26T12:00:00.000","0.003","0.036","0.030","0.019","0.15","13.1","3.7","11.1","5.3","2","4","36","38","29","22","21","29","2023-09-26T00:00:00.000","12:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-06T14:00:00.000",,"0.029","0.027","0.023",,"2.9","4.2","4.8","5.1",,,"29","34","36","10","20","36","2023-08-06T00:00:00.000","14:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-20T00:00:00.000","0.006","0.012","0.011","0.016","0.17","1.9","7.6","4.7","4.6","2","7","12","13","25","9","19","25","2023-08-20T00:00:00.000","00:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-12T22:00:00.000","0.005","0.013","0.018","0.022","0.44","18.3","11.2","10.8","6.5","4","4","13","23","34","21","25","25","2024-02-12T00:00:00.000","22:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-01-14T20:00:00.000","0.000","0.015","0.014","0.015","0.32","6.9","0.0","15.9","1.9","3","0","15","18","24","31","7","31","2024-01-14T00:00:00.000","20:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-17T09:00:00.000","0.004","0.006","0.002","0.002","0.28","13.9","7.1","5.2","3.4","3","5","6","3","4","10","13","13","2023-04-17T00:00:00.000","09:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-26T11:00:00.000","0.004","0.029","0.016","0.008","0.14","15.4","3.1","10.1","5.2","1","3","29","20","13","20","20","20","2024-03-26T00:00:00.000","11:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-01-18T07:00:00.000","0.001","0.023","0.019","0.019","0.07","0.0","0.0","5.0","0.3","0","1","23","24","30","9","1","30","2024-01-18T00:00:00.000","07:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-10-13T04:00:00.000",,"0.021","0.022","0.021",,"14.7","1.6","7.3","5.5",,,"21","27","32","15","22","32","2023-10-13T00:00:00.000","04:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-20T07:00:00.000","0.001","0.017","0.021","0.025","0.13","10.8","13.8","10.3","8.4","1","0","17","27","38","20","33","33","2024-03-20T00:00:00.000","07:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-05T21:00:00.000","0.007","0.019","0.019","0.021","0.16","5.5","5.0","6.0","3.5","2","8","19","23","32","12","14","32","2023-06-05T00:00:00.000","21:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-12T22:00:00.000","0.001","0.025","0.027","0.031","0.01","2.1","6.2","14.1","4.8","0","1","25","33",,"28","19","47","2023-10-12T00:00:00.000","22:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-30T15:00:00.000",,"0.019","0.018","0.019","0.00","2.5","2.8","5.2","2.2","0","0","19","23","29","10","8","23","2023-12-30T00:00:00.000","15:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-05-22T01:00:00.000",,"0.002","0.002","0.010",,"12.2","10.1","4.6","2.9",,,"2","3","15","9","12","15","2023-05-22T00:00:00.000","01:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-10-12T09:00:00.000",,"0.011","0.006","0.008",,"11.9","11.3","7.4","5.3",,,"11","7","13","15","21","21","2023-10-12T00:00:00.000","09:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-17T19:00:00.000",,"0.023","0.028","0.027","0.00","17.6","6.1","13.6","6.6","0","0","23","35","41","27","26","35","2023-12-17T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-07-06T03:00:00.000",,"0.006","0.012","0.013",,"4.9","6.6","3.8","0.8",,,"6","15","21","8","3","21","2023-07-06T00:00:00.000","03:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-04-25T16:00:00.000",,,"0.028","0.021","0.12","12.7",,"9.5",,"1",,,"34",,"19",,"32","2023-04-25T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-13T03:00:00.000",,"0.016","0.016","0.016",,"6.3","6.2","6.4","6.1",,,"16","19","24","13","24","24","2023-08-13T00:00:00.000","03:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-28T07:00:00.000","0.001","0.025","0.024","0.019","0.02","6.2","1.3","7.9","4.8","0","1","25","30",,"16","19","30","2023-10-28T00:00:00.000","07:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-23T15:00:00.000","0.001","0.025","0.025","0.023","0.01","-0.5","-0.7","8.0","8.4","0","1","25","32",,"16","34","35","2023-06-23T00:00:00.000","15:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-07-03T22:00:00.000",,"0.000","0.000","0.003",,"15.8","9.2","9.9","6.8",,,"0","0","5","20","27","27","2023-07-03T00:00:00.000","22:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-04-04T15:00:00.000",,"0.020","0.023","0.021",,"3.9","1.8","6.4","3.1",,,"20","29","33","12","12",,"2024-04-04T00:00:00.000","15:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-01T19:00:00.000","0.003","0.014","0.013","0.018","0.09","5.6","2.2","1.9","0.8","1","4","14","17","27","4","3","27","2023-05-01T00:00:00.000","19:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-01-29T21:00:00.000","-0.001",,"0.030","0.029","4.00","-1.8","11.4","-1.8","11.4","4","0","26","37","45","29","28","45","2024-01-29T00:00:00.000","21:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-12-05T23:00:00.000",,,,,,,,,,,,,,,,,"0","2023-12-05T00:00:00.000","23:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-23T13:00:00.000","0.002","0.018","0.020","0.021","0.55","0.0","2.5","14.6","6.3","6","2","18","25","32","29","25","29","2023-11-23T00:00:00.000","13:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-02T10:00:00.000","0.005","0.011","0.005","0.004","0.09","15.0","0.0","14.1","4.9","1","4","11","7","6","28","19","28","2024-03-02T00:00:00.000","10:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-21T16:00:00.000",,,,"0.020",,"6.0","2.0","6.9","5.1",,,,,,"13","20","20","2024-03-21T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-10-20T18:00:00.000","0.001","0.040","0.041","0.040","0.12","19.9","9.6","12.4","6.5","1","2","40","51","61","25","26","61","2023-10-20T00:00:00.000","18:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-02T15:00:00.000","0.000","0.032","0.033","0.028","0.40","7.5","3.3","11.3","5.3","4","0","32","42","44","22","21","42","2024-02-02T00:00:00.000","15:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-25T12:00:00.000","0.000","0.028","0.023","0.021","0.00","1.0","4.8","3.5","3.2","0","1","28","28",,"7","13","32","2023-06-25T00:00:00.000","12:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-04-07T17:00:00.000",,"0.019","0.019","0.018","0.00",,"9.7","0.0","0.4","0","0","19","24","28","0","1","24","2024-04-07T00:00:00.000","17:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-30T12:00:00.000","0.001","0.022","0.022","0.021","0.06","0.7","2.7","1.9","1.6","1","1","22","28","32","4","7","32","2023-04-30T00:00:00.000","12:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-10-19T04:00:00.000",,"0.021","0.021","0.020",,"7.3",,"7.8",,,,"21","26","32","16",,"32","2023-10-19T00:00:00.000","04:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-07T23:00:00.000",,"0.015","0.016","0.020","0.00","13.7","12.0","12.6","7.0","0","0","15","21","31","25","28","28","2024-01-07T00:00:00.000","23:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-10T01:00:00.000","0.005","0.010","0.014","0.018","0.08","15.0","7.9","7.0","3.0","1","6","10","17",,"14","12","28","2023-06-10T00:00:00.000","01:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-20T15:00:00.000","0.002","0.040","0.038","0.032","0.02","15.1","12.0","10.7","5.4","0","2","40","48",,"21","21","50","2023-10-20T00:00:00.000","15:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-01-12T05:00:00.000","0.001","0.018","0.021","0.023","0.09","3.2","2.8","6.3","1.5","1","1","18","26","36","12","6","36","2024-01-12T00:00:00.000","05:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-13T03:00:00.000","0.000","0.020","0.021","0.020","0.03","11.7","5.5","7.1","4.3","0","0","20","26",,"14","17","31","2023-08-13T00:00:00.000","03:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-05-15T10:00:00.000",,"0.009","0.005","0.007",,"7.3","5.0","11.9","6.6",,,"9","6","10","24","26","26","2023-05-15T00:00:00.000","10:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-10-28T06:00:00.000","0.003","0.018","0.019","0.020","0.11","8.7","4.0","8.8","3.7","1","3","18","24","30","18","15","30","2023-10-28T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-29T10:00:00.000","0.003","0.023","0.018","0.012","0.55","10.1","5.8","16.7","9.8","6","3","23","23","19","33","39","39","2024-02-29T00:00:00.000","10:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-22T06:00:00.000","0.000","0.027","0.027","0.027","0.00","12.1","4.5","17.1","8.8","0","0","27","34",,"34","35","42","2023-10-22T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-10-03T05:00:00.000",,"0.016","0.014","0.014",,"13.4","4.4","20.1","11.2",,,"16","17","21","40","45","45","2023-10-03T00:00:00.000","05:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-15T05:00:00.000","0.000","0.017","0.017","0.016","0.00","2.7","0.0","14.5","3.7","0","0","17","22","25","28","14","28","2024-03-15T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-24T04:00:00.000","0.000","0.012","0.015","0.017","0.12","12.3","6.5","12.3","6.8","1","0","12","19","26","24","27","27","2024-03-24T00:00:00.000","04:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-22T06:00:00.000","0.003","0.020","0.012","0.015","0.58","6.9","6.7","8.2","5.3","6","3","20","15","23","16","21","21","2023-11-22T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-20T16:00:00.000",,,,"0.039",,"10.3","4.1","16.7","7.8",,,,,,"33","31",,"2023-11-20T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-05T18:00:00.000","0.000","0.023","0.024","0.024","0.37","4.6","3.2","2.5","2.0","4","0","23","30","37","4","8","30","2023-11-05T00:00:00.000","18:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-24T11:00:00.000","0.001","0.033","0.021","0.011","0.05","11.7","0.0","11.6","4.5","0","0","33","26","17","23","18","23","2024-03-24T00:00:00.000","11:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-08T16:00:00.000",,,,"0.028",,"7.4","7.4","15.9","9.8",,,,,,"31","39",,"2024-03-08T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-08T12:00:00.000","0.000","0.022","0.020","0.020","0.00","14.8","8.0","17.4","7.1","0","0","22","25","30","34","28","34","2024-03-08T00:00:00.000","12:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-22T02:00:00.000","0.000","0.011","0.012","0.013","0.21","0.0","4.4","5.5","3.0","2","0","11","15","20","11","11","15","2023-12-22T00:00:00.000","02:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-06T07:00:00.000","0.003","0.012","0.015","0.016","0.43","9.2","1.3","8.2","4.1","4","2","12","19","26","16","16","19","2024-02-06T00:00:00.000","07:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-27T04:00:00.000","0.000","0.017","0.018","0.018","0.45","4.7","0.0","12.6","5.9","5","0","17","22","28","25","23","25","2024-02-27T00:00:00.000","04:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-12T19:00:00.000",,"0.023","0.023","0.021","0.00","17.8","6.2","11.9","5.9","0","0","23","29","33","23","23","29","2024-02-12T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-21T14:00:00.000",,"0.013","0.010","0.009",,"4.7","3.4","5.4","5.4",,,"13","13","15","11","22","22","2023-08-21T00:00:00.000","14:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-02-07T23:00:00.000","0.000","0.018","0.018","0.018","0.00","4.6","2.6","11.0","5.1","0","0","18","22","28","21","20","28","2024-02-07T00:00:00.000","23:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-10-04T21:00:00.000","0.001","0.030","0.031","0.030","0.11","-0.5","2.2","12.6","6.4","1","2","30","38","46","25","26","46","2023-10-04T00:00:00.000","21:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-06-09T06:00:00.000","0.001","0.022","0.022","0.023","0.00","4.5","-2.3","6.1","2.8","0","1","22","28",,"12","11","36","2023-06-09T00:00:00.000","06:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-11-28T20:00:00.000","0.002","0.020","0.021","0.026","0.05","1.9","-1.8","6.1","5.6","1","2","20","26",,"12","22","39","2023-11-28T00:00:00.000","20:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-15T15:00:00.000","0.000","0.030","0.029","0.023","0.14","1.6","2.2","5.3","4.3","2","0","30","36","35","11","17","35","2023-08-15T00:00:00.000","15:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-13T12:00:00.000",,"0.018","0.008","0.005",,"7.0","3.9","8.8","6.2",,,"18","11","7","18","25","25","2023-09-13T00:00:00.000","12:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-04-17T14:00:00.000","0.000","0.023","0.021","0.013","0.15","7.1",,"5.2",,"2","0","23","26",,"10",,"20","2023-04-17T00:00:00.000","14:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-23T02:00:00.000",,"0.007","0.007","0.011","0.00","13.4","9.7","9.2","5.8","0","0","7","9","17","18","23","23","2024-02-23T00:00:00.000","02:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-30T16:00:00.000",,,,"0.019",,"0.0","0.0","1.9","0.3",,,,,,"3","1",,"2023-11-30T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-26T04:00:00.000","0.004","0.007","0.011","0.016","0.16","12.2","6.4","12.4","6.1","2","5","7","14","24","25","24","25","2023-09-26T00:00:00.000","04:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-30T03:00:00.000","0.002","0.001","0.005","0.014","0.06","15.0","7.1","16.2","10.2","0","2","1","6","22","32","40","40","2024-03-30T00:00:00.000","03:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-14T02:00:00.000",,"0.018","0.019","0.020","0.00","2.8","8.1","14.6","5.8","0","0","18","24","30","29","23","29","2024-02-14T00:00:00.000","02:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-19T03:00:00.000",,"0.020","0.021","0.022","0.00","9.0","5.4","16.8","3.2","0","0","20","26","34","33","12","33","2024-01-19T00:00:00.000","03:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-07T18:00:00.000",,"0.014","0.014","0.015","0.00","12.1","8.1","11.1","3.4","0","0","14","17","23","22","13","22","2024-02-07T00:00:00.000","18:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-03T07:00:00.000",,"0.004","0.005","0.007",,"3.4","6.0","6.7","5.8",,,"4","6","10","13","23","23","2023-09-03T00:00:00.000","07:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-19T07:00:00.000","0.011","0.002","0.005","0.011","0.34","10.0","8.5","7.1","9.1","4","14","2","6","16","14","36","36","2023-07-19T00:00:00.000","07:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-11-27T10:00:00.000",,"0.032","0.026","0.025","0.00","14.1","5.4","11.4","5.2","0","0","32","33","39","22","20","33","2023-11-27T00:00:00.000","10:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-09T13:00:00.000","0.000","0.028","0.029","0.029","0.02","6.2","4.9","3.5","3.3","0","0","28","36","44","7","13","44","2023-09-09T00:00:00.000","13:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-14T22:00:00.000","0.004","0.017","0.014","0.018","0.53","10.8","6.8","12.4","5.3","5","3","17","17","28","24","21","24","2023-11-14T00:00:00.000","22:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-03-08T00:00:00.000",,"0.022","0.020","0.022","0.00","20.5","5.5","19.7","9.2","0","0","22","26","34","39","36","39","2024-03-08T00:00:00.000","00:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-16T23:00:00.000","0.000","0.019","0.019","0.023","0.49","9.7","5.2","10.1","4.1","5","0","19","24","36","20","16","24","2023-11-16T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-09T21:00:00.000",,"0.006","0.014","0.018",,"22.4","16.2","10.9","7.2",,,"6","17","28","22","29","29","2023-08-09T00:00:00.000","21:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-04-08T06:00:00.000","0.000","0.002","0.003","0.004","0.23","8.5","4.1","3.6","1.7","2","0","2","3","6","7","6","7","2024-04-08T00:00:00.000","06:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-08T02:00:00.000","0.000","0.023","0.023","0.023","0.00","12.2","0.0","17.9","7.0","0","0","23","29","36","35","28","36","2024-03-08T00:00:00.000","02:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-08T16:00:00.000",,,,"0.038",,"10.6","4.5","9.1","4.5",,,,,,"18","17",,"2023-12-08T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-02-27T19:00:00.000","0.000","0.020","0.024","0.024","0.47","14.6","13.2","9.6","5.4","5","0","20","30","37","19","21","30","2024-02-27T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-04-18T09:00:00.000",,"0.004","0.003","0.003",,"2.6","0.9","7.1","4.3",,,"4","3","5","14","17","17","2023-04-18T00:00:00.000","09:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-11T06:00:00.000","0.003","0.001","0.005","0.008","0.55","15.0","5.2","9.4","5.7","6","2","1","6","12","18","22","22","2024-03-11T00:00:00.000","06:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-02T18:00:00.000",,"0.023","0.024","0.024","0.00","18.0","8.4","15.2","7.2","0","0","23","30","37","30","28","30","2024-02-02T00:00:00.000","18:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-21T00:00:00.000","0.000","0.025","0.023","0.022","0.10","-0.2","2.0","16.0","16.6","1","0","25","29","33","32","67","67","2023-05-21T00:00:00.000","00:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-04-20T09:00:00.000","0.002","0.019","0.018","0.019","0.09","6.6",,"9.4",,"1","3","19","22",,"19",,"29","2023-04-20T00:00:00.000","09:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-10-21T05:00:00.000","0.007","0.003","0.007","0.015","0.19","12.7","7.7","14.0","9.0","2","8","3","8","23","28","36","36","2023-10-21T00:00:00.000","05:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-22T20:00:00.000",,"0.015","0.015","0.018","0.00","12.0","4.5","17.0","6.8","0","0","15","19","27","34","27","34","2024-01-22T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-04-19T14:00:00.000",,"0.020","0.021","0.012",,,"6.1","9.4","5.6",,,"20","26","18","19","22","26","2023-04-19T00:00:00.000","14:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-07-13T02:00:00.000",,"0.001","0.000","0.004",,"11.2","11.6","7.0","8.4",,,"1","0","6","14","34","34","2023-07-13T00:00:00.000","02:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-05-23T17:00:00.000","0.005","0.015","0.016","0.012","0.17","7.7","4.7","11.5","8.1","2","6","15","20",,"23","32","32","2023-05-23T00:00:00.000","17:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-07T10:00:00.000","0.005","0.017","0.006","0.003","0.36","13.9","10.5","11.3","9.1","4","6","17","7",,"23","36","36","2023-08-07T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-19T14:00:00.000",,"0.023","0.024","0.023",,"6.8","1.4","4.2","3.0",,,"23","30","36","8","12","36","2023-08-19T00:00:00.000","14:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-03-10T22:00:00.000",,"0.005","0.013","0.019","0.00","2.1","10.1","13.0","5.7","0","0","5","16","30","26","22","26","2024-03-10T00:00:00.000","22:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-04T05:00:00.000","0.004","0.007","0.011","0.017","0.11","0.9","5.1","5.2","3.8","1","5","7","14","26","10","15","26","2023-05-04T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-20T12:00:00.000","0.000","0.026","0.022","0.021","0.13","0.0","0.8","9.9","8.3","1","0","26","28","32","19","33","33","2024-03-20T00:00:00.000","12:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-13T18:00:00.000","0.007","0.023","0.024","0.019","0.01","4.5","1.4","8.6","7.3","0","9","23","30",,"17","29","29","2023-07-13T00:00:00.000","18:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-22T13:00:00.000",,"0.018","0.016","0.013","0.00","6.3","1.4","7.9","4.7","0","0","18","20","21","15","18","20","2023-12-22T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-05-06T05:00:00.000",,"0.004","0.004","0.008",,"11.0","15.2","10.6","8.4",,,"4","5","12","21","34","34","2023-05-06T00:00:00.000","05:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-05T14:00:00.000","0.001","0.026","0.025","0.022","0.00","8.8","1.1","4.3","3.8","0","1","26","31",,"9","15","35","2023-10-05T00:00:00.000","14:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-02-01T14:00:00.000","0.000","0.033","0.033","0.023","0.00","20.6","8.4","4.5","2.1","0","0","33","41","36","9","8","36","2024-02-01T00:00:00.000","14:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-12T08:00:00.000","0.007",,,"0.005",,"11.2","6.6","9.9","5.4","0","6",,,,"19","21","21","2024-03-12T00:00:00.000","08:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-01-29T05:00:00.000","0.000","0.020","0.019","0.019","0.37","13.3","4.2","11.7","5.5","4","0","20","24","29","23","21","24","2024-01-29T00:00:00.000","05:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-04-11T06:00:00.000",,"0.002","0.005","0.008",,"12.3","10.3","6.4","5.6",,,"2","6","13","13","22","22","2023-04-11T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-04-18T18:00:00.000",,"0.007","0.016","0.018",,"11.0","0.6","8.3","3.8",,,"7","20","27","17","15","27","2023-04-18T00:00:00.000","18:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-18T10:00:00.000","0.003","0.031","0.025","0.023","0.21","19.2","4.6","15.7","5.2","2","3","31","31","35","31","20","31","2023-12-18T00:00:00.000","10:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-06T22:00:00.000","0.013","0.008","0.006","0.015","0.22","20.3","13.5","6.7","5.7","2","16","8","7",,"13","23","23","2023-08-06T00:00:00.000","22:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-19T01:00:00.000","0.000","0.024","0.023","0.022","0.01","6.0","5.3","8.3","3.1","0","0","24","29",,"17","13","34","2023-10-19T00:00:00.000","01:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-04-24T17:00:00.000","0.001","0.024","0.026","0.025","0.09","7.1",,"10.8",,"1","1","24","33",,"22",,"38","2023-04-24T00:00:00.000","17:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-09-07T09:00:00.000","0.009","0.010","0.004","0.003","0.42","10.9","15.4","12.4","9.4","5","11","10","5","5","25","38","38","2023-09-07T00:00:00.000","09:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-11-23T09:00:00.000",,"0.018","0.014","0.016","0.00","11.6","1.5","14.9","6.0","0","0","18","17","25","29","23","29","2023-11-23T00:00:00.000","09:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-06-16T04:00:00.000",,"0.003","0.010","0.011",,"5.9","6.3","7.6","4.0",,,"3","12","18","15","16","18","2023-06-16T00:00:00.000","04:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-20T22:00:00.000",,"0.014","0.015","0.014","0.00","6.3","2.3","4.6","0.9","0","0","14","19","22","9","3","19","2023-12-20T00:00:00.000","22:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-08T11:00:00.000","0.003","0.025","0.011","0.005","0.28","13.2","12.5","14.4","13.5","3","4","25","13",,"29","54","54","2023-08-08T00:00:00.000","11:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-01-09T22:00:00.000","0.001","0.013","0.015","0.020","0.33","5.9","2.9","3.8","1.8","3","1","13","19","32","7","7","19","2024-01-09T00:00:00.000","22:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-09T00:00:00.000","0.002","0.018","0.026","0.031","0.44","9.8","5.8","12.4","5.4","4","2","18","32","48","24","21","32","2023-11-09T00:00:00.000","00:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-19T07:00:00.000","0.009","0.014","0.014","0.021","0.16","10.5","6.4","3.1","4.1","2","11","14","18","32","6","16","32","2023-08-19T00:00:00.000","07:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-12-26T12:00:00.000",,"0.029","0.029","0.025","0.00","13.8","7.4","5.9","7.0","0","0","29","36","39","11","28","36","2023-12-26T00:00:00.000","12:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-18T14:00:00.000",,"0.018","0.019","0.009","0.00","22.0","3.3","11.4","2.1","0","0","18","24","14","22","8","24","2024-01-18T00:00:00.000","14:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-03-17T23:00:00.000",,"0.017","0.017","0.018","0.00","2.2","0.1","4.0","2.2","0","0","17","21","27","7","8","21","2024-03-17T00:00:00.000","23:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-13T22:00:00.000",,"0.018","0.019","0.020","0.00","23.1","0.0","12.4","7.2","0","0","18","24","31","24","28","28","2024-01-13T00:00:00.000","22:00"
